ALLAIRE,56350,MK001,VECT
AMBON,56190,MK002,VECT
ARRADON,56610,MK003,VECT
ARZAL,56190,MK004,VECT
ARZON,56640,MK005,VECT
AUGAN,56800,MN006,VECT
AURAY,56400,ML007,VECT
BADEN,56870,MK008,VECT
BANGOR,56360,ML009,VECT
BAUD,56150,MP010,VECT
BEGANNE,56350,MK011,VECT
BEIGNON,56380,MN012,VECT
BELZ,56550,ML013,VECT
BERNE,56240,MQ014,VECT
BERRIC,56230,MK015,VECT
BIEUZY,56310,MP016,VECT
BIGNAN,56500,MK017,VECT
BILLIERS,56190,MK018,VECT
BILLIO,56420,MK019,VECT
BOHAL,56140,MN020,VECT
BRANDERION,56700,MQ021,VECT
BRANDIVY,56390,MK022,VECT
BRECH,56400,ML023,VECT
BREHAN,56580,MP024,VECT
BRIGNAC,56430,MN025,VECT
BUBRY,56310,MQ026,VECT
BULEON,56420,MK027,VECT
CADEN,56220,MK028,VECT
CALAN,56240,MQ029,VECT
CAMOEL,56130,MK030,VECT
CAMORS,56330,ML031,VECT
CAMPENEAC,56800,MN032,VECT
CARENTOIR,56910,MN033,VECT
CARNAC,56340,ML034,VECT
CARO,56140,MN035,VECT
CAUDAN,56850,MQ036,VECT
CLEGUER,56620,MQ040,VECT
CLEGUEREC,56480,MP041,VECT
COLPO,56390,MK042,VECT
CONCORET,56430,MN043,VECT
COURNON,56200,MN044,VECT
CRACH,56950,ML046,VECT
CREDIN,56580,MP047,VECT
CROIXANVEC,56920,MP049,VECT
CRUGUEL,56420,MN051,VECT
DAMGAN,56750,MK052,VECT
ELVEN,56250,MK053,VECT
ERDEVEN,56410,ML054,VECT
ETEL,56410,ML055,VECT
EVRIGUET,56490,MN056,VECT
FEREL,56130,MK058,VECT
GAVRES,56680,MQ062,VECT
GESTEL,56530,MQ063,VECT
GLENAC,56200,MN064,VECT
GOURHEL,56800,MN065,VECT
GOURIN,56110,MQ066,VECT
GRANDCHAMP,56390,MK067,VECT
GROIX,56590,MQ069,VECT
GUEGON,56120,MN070,VECT
GUEHENNO,56420,MK071,VECT
GUELTAS,56920,MP072,VECT
GUEMENE-SUR-SCORFF,56160,MP073,VECT
GUENIN,56150,MP074,VECT
GUER,56380,MN075,VECT
GUERN,56310,MP076,VECT
GUIDEL,56520,MQ078,VECT
GUILLAC,56800,MN079,VECT
GUILLIERS,56490,MN080,VECT
GUISCRIFF,56560,MQ081,VECT
HELLEAN,56120,MN082,VECT
HENNEBONT,56700,MQ083,VECT
HOEDIC,56170,ML085,VECT
HOUAT,56170,ML086,VECT
ILE-AUX-MOINES,56780,MK087,VECT
ILE-D ARZ,56840,MK088,VECT
INGUINIEL,56240,MQ089,VECT
INZINZAC LOCHRIST,56650,MQ090,VECT
JOSSELIN,56120,MN091,VECT
KERFOURN,56920,MP092,VECT
KERGRIST,56300,MP093,VECT
