ABBANS DESSOUS,25320,CB001,VECT
ABBANS DESSUS,25440,CB002,VECT
ABBENANS,25340,CB003,VECT
ABBEVILLERS,25310,CA004,VECT
ACCOLANS,25250,CA005,VECT
ADAM LES PASSAVANT,25360,CB006,VECT
ADAM LES VERCEL,25530,CB007,VECT
AIBRE,25750,CA008,VECT
AISSEY,25360,CB009,VECT
ALLENJOIE,25490,CA011,VECT
ALLONDANS,25550,CA013,VECT
AMAGNEY,25220,CB014,VECT
AMANCEY,25330,CB015,VECT
AMATHAY-VESIGNEUX,25330,CB016,VECT
AMONDANS,25330,CB017,VECT
ANTEUIL,25340,CA018,VECT
APPENANS,25250,CA019,VECT
ARBOUANS,25400,CA020,VECT
ARC ET SENANS,25610,CB021,VECT
ARC SOUS CICON,25520,CB025,VECT
ARC SOUS MONTENOT,25270,CB026,VECT
ARCEY,25750,CA022,VECT
ARCON,25300,CB024,VECT
ARGUEL,25720,CB027,VECT
ATHOSE,25580,CB028,VECT
AUBONNE,25520,CB029,VECT
AUDEUX,25170,CB030,VECT
AUDINCOURT,25400,CA031,VECT
AUTECHAUX,25110,CB032,VECT
AUTECHAUX-ROIDE,25150,CA033,VECT
AUXON DESSOUS,25870,CB034,VECT
AUXON DESSUS,25870,CB035,VECT
AVANNE AVENEY,25720,CB036,VECT
AVILLEY,25680,CB038,VECT
AVOUDREY,25690,CB039,VECT
BADEVEL,25490,CA040,VECT
BANNANS,25560,CB041,VECT
BARBOUX (LE),25210,CB042,VECT
BART,25420,CA043,VECT
BARTHERANS,25440,CB044,VECT
BATTENANS LES MINES,25640,CB045,VECT
BATTENANS-VARIN,25380,CA046,VECT
BAUME LES DAMES,25110,CB047,VECT
BAVANS,25550,CA048,VECT
BELFAYS,25470,CA049,VECT
BELIEU (LE),25500,CB050,VECT
BELLEHERBE,25380,CA051,VECT
BELMONT,25530,CB052,VECT
BELVOIR,25430,CA053,VECT
BERCHE,25420,CA054,VECT
BERTHELANGE,25410,CB055,VECT
BESANCON,25000,CB056,VECT
BETHONCOURT,25200,CA057,VECT
BEURE,25720,CB058,VECT
BEUTAL,25250,CA059,VECT
BIANS LES USIERS,25520,CB060,VECT
BIEF,25190,CA061,VECT
BIZOT (LE),25210,CB062,VECT
BLAMONT,25310,CA063,VECT
BLARIANS,25640,CB065,VECT
BLUSSANGEAUX,25250,CA066,VECT
BLUSSANS,25250,CA067,VECT
BOLANDOZ,25330,CB070,VECT
BONDEVAL,25230,CA071,VECT
BONNAL,25680,CB072,VECT
BONNAY,25870,CB073,VECT
BONNETAGE,25210,CB074,VECT
BONNEVAUX,25560,CB075,VECT
BONNEVAUX LE PRIEURE,25620,CB076,VECT
BOSSE (LA),25210,CB077,VECT
BOUCLANS,25360,CB078,VECT
BOUJAILLES,25560,CB079,VECT
BOURGUIGNON,25150,CA082,VECT
BOURNOIS,25250,CA083,VECT
BOUSSIERES,25320,CB084,VECT
BOUVERANS,25560,CB085,VECT
BRAILLANS,25640,CB086,VECT
BRANNE,25340,CA087,VECT
BRECONCHAUX,25640,CB088,VECT
BREMONDANS,25530,CB089,VECT
BRERES,25440,CB090,VECT
BRESEUX (LES),25120,CA091,VECT
BRETIGNEY,25250,CA093,VECT
BRETIGNEY NOTRE DAME,25110,CB094,VECT
BRETONVILLERS,25380,CB095,VECT
BREY ET MAISON DU BOIS,25240,CB096,VECT
BROGNARD,25600,CA097,VECT
BUFFARD,25440,CB098,VECT
BUGNY,25520,CB099,VECT
BULLE,25560,CB100,VECT
BURGILLE,25170,CB101,VECT
BURNEVILLERS,25470,CA102,VECT
BUSY,25320,CB103,VECT
BY,25440,CB104,VECT
BYANS SUR DOUBS,25320,CB105,VECT
CADEMENE,25290,CB106,VECT
CENDREY,25640,CB107,VECT
CERNAY-L EGLISE,25120,CA108,VECT
CESSEY,25440,CB109,VECT
CHAFFOIS,25300,CB110,VECT
CHALEZE,25220,CB111,VECT
CHALEZEULE,25220,CB112,VECT
CHAMESEY,25380,CB113,VECT
CHAMESOL,25190,CA114,VECT
CHAMPAGNEY,25170,CB115,VECT
CHAMPLIVE,25360,CB116,VECT
CHAMPOUX,25640,CB117,VECT
CHAMPVANS LES MOULINS,25170,CB119,VECT
CHANTRANS,25330,CB120,VECT
CHAPELLE DES BOIS,25240,CB121,VECT
CHAPELLE D&#039;HUIN,25270,CB122,VECT
CHARBONNIERES LES SAPINS,25620,CB123,VECT
CHARMAUVILLERS,25470,CA124,VECT
CHARMOILLE,25380,CA125,VECT
CHARNAY,25440,CB126,VECT
CHARQUEMONT,25140,CA127,VECT
CHASNANS,25580,CB128,VECT
CHASSAGNE SAINT DENIS,25290,CB129,VECT
CHATEAUVIEUX LES FOSSES,25840,CB130,VECT
CHATELBLANC,25240,CB131,VECT
CHATILLON LE DUC,25870,CB133,VECT
CHATILLON SUR LISON,25440,CB134,VECT
CHATILLON-GUYOTTE,25640,CB132,VECT
CHAUCENNE,25170,CB136,VECT
CHAUDEFONTAINE,25640,CB137,VECT
CHAUX LES CLERVAL,25340,CA140,VECT
CHAUX LES PASSAVANT,25530,CB141,VECT
CHAUX-NEUVE,25240,CB142,VECT
CHAY,25440,CB143,VECT
CHAZOT,25430,CA145,VECT
CHEMAUDIN,25320,CB147,VECT
CHENALOTTE (LA),25500,CB148,VECT
CHENECEY-BUILLON,25440,CB149,VECT
CHEVIGNEY,25530,CB151,VECT
CHEVIGNEY SUR L&#039;OGNON,25170,CB150,VECT
CHEVROZ,25870,CB153,VECT
CHOUZELOT,25440,CB154,VECT
CLERON,25330,CB155,VECT
CLERVAL,25340,CA156,VECT
COLOMBIER-FONTAINE,25260,CA159,VECT
CONSOLATION-MAISONNETTES,25390,CB161,VECT
CORCELLE-MIESLOT,25640,CB163,VECT
CORCELLES-FERRIERES,25410,CB162,VECT
CORCONDRAY,25410,CB164,VECT
COTEBRUNE,25360,CB166,VECT
COURCELLES,25440,CB171,VECT
COURCELLES-LES-MONTBELIARD,25420,CA170,VECT
COURCHAPON,25170,CB172,VECT
COUR-SAINT-MAURICE,25380,CA173,VECT
COURTEFONTAINE,25470,CA174,VECT
COURTETAIN ET SALANS,25530,CB175,VECT
COURVIERES,25560,CB176,VECT
CROSEY LE GRAND,25340,CA177,VECT
CROSEY LE PETIT,25340,CA178,VECT
CROUZET-MIGETTE,25270,CB180,VECT
CUBRIAL,25680,CB181,VECT
CUBRY,25680,CB182,VECT
CUSANCE,25110,CB183,VECT
CUSE ET ADRISANS,25680,CB184,VECT
CUSSEY SUR LISON,25440,CB185,VECT
CUSSEY SUR L&#039;OGNON,25870,CB186,VECT
DAMBELIN,25150,CA187,VECT
DAMBENOIS,25600,CA188,VECT
DAMMARTIN LES TEMPLIERS,25110,CB189,VECT
DAMPIERRE-LES-BOIS,25490,CA190,VECT
DAMPIERRE-SUR-LE-DOUBS,25420,CA191,VECT
DAMPJOUX,25190,CA192,VECT
DAMPRICHARD,25450,CA193,VECT
DANNEMARIE,25310,CA194,VECT
DANNEMARIE SUR CRETE,25410,CB195,VECT
DASLE,25230,CA196,VECT
DELUZ,25960,CB197,VECT
DESANDANS,25750,CA198,VECT
DESERVILLERS,25330,CB199,VECT
DEVECEY,25870,CB200,VECT
DOMMARTIN,25300,CB201,VECT
DOMPIERRE LES TILLEULS,25560,CB202,VECT
DOMPREL,25510,CB203,VECT
DOUBS,25300,CB204,VECT
DUNG,25550,CA207,VECT
DURNES,25580,CB208,VECT
ECHAY,25440,CB209,VECT
ECHENANS,25550,CA210,VECT
ECHEVANNES,25580,CB211,VECT
ECOLE VALENTIN,25480,CB212,VECT
ECORCES (LES),25140,CA213,VECT
ECOT,25150,CA214,VECT
ECURCEY,25150,CA216,VECT
EMAGNY,25170,CB217,VECT
EPENOUSE,25530,CB218,VECT
EPENOY,25800,CB219,VECT
EPEUGNEY,25290,CB220,VECT
ESNANS,25110,CB221,VECT
ETALANS,25580,CB222,VECT
ETERNOZ,25330,CB223,VECT
ETOUVANS,25260,CA224,VECT
ETRABONNE,25170,CB225,VECT
ETRAPPE,25250,CA226,VECT
ETRAY,25800,CB227,VECT
ETUPES,25460,CA228,VECT
EVILLERS,25520,CB229,VECT
EXINCOURT,25400,CA230,VECT
EYSSON,25530,CB231,VECT
FAIMBE,25250,CA232,VECT
FALLERANS,25580,CB233,VECT
FERRIERES LES BOIS,25410,CB235,VECT
FERRIERES-LE-LAC,25470,CA234,VECT
FERTANS,25330,CB236,VECT
FESCHES-LE-CHATEL,25490,CA237,VECT
FESSEVILLERS,25470,CA238,VECT
FEULE,25190,CA239,VECT
FLAGEY,25330,CB241,VECT
FLAGEY RIGNEY,25640,CB242,VECT
FLANGEBOUCHE,25390,CB243,VECT
FLEUREY,25190,CA244,VECT
FONTAIN,25660,CB245,VECT
FONTAINE LES CLERVAL,25340,CA246,VECT
FONTENELLE MONTBY,25340,CB247,VECT
FONTENELLES (LES),25210,CB248,VECT
FONTENOTTE,25110,CB249,VECT
FOUCHERANS,25620,CB250,VECT
FOURBANNE,25110,CB251,VECT
FOURCATIER ET MAISON NEUVE,25370,CB252,VECT
FOURG,25440,CB253,VECT
FOURNET-BLANCHEROCHE,25140,CA255,VECT
FOURNETS LUISANS,25390,CB288,VECT
FRAMBOUHANS,25140,CA256,VECT
FRANEY,25170,CB257,VECT
FRANOIS,25770,CB258,VECT
FRASNE,25560,CB259,VECT
FROIDEVAUX,25190,CA261,VECT
FUANS,25390,CB262,VECT
GELLIN,25240,CB263,VECT
GEMONVAL,25250,CA264,VECT
GENEUILLE,25870,CB265,VECT
GENEY,25250,CA266,VECT
GENNES,25660,CB267,VECT
GERMEFONTAINE,25510,CB268,VECT
GERMONDANS,25640,CB269,VECT
GEVRESIN,25270,CB270,VECT
GILLEY,25650,CB271,VECT
GLAMONDANS,25360,CB273,VECT
GLAY,25310,CA274,VECT
GLERE,25190,CA275,VECT
GONDENANS LES MOULINS,25680,CB277,VECT
GONDENANS MONTBY,25340,CB276,VECT
GONSANS,25360,CB278,VECT
GOUHELANS,25680,CB279,VECT
GOUMOIS,25470,CA280,VECT
GOUX LES USIERS,25520,CB282,VECT
GOUX SOUS LANDET,25440,CB283,VECT
GOUX-LES-DAMBELIN,25150,CA281,VECT
GRAND COMBE CHATELEU,25570,CB285,VECT
GRAND COMBE DES BOIS,25210,CB286,VECT
GRAND-CHARMONT,25200,CA284,VECT
GRANDFONTAINE,25320,CB287,VECT
GRANDFONTAINE SUR CREUSE,25510,CB289,VECT
GRANGE (LA),25380,CA290,VECT
GRANGES NARBOZ,25300,CB293,VECT
GROSBOIS,25110,CB298,VECT
GUILLON LES BAINS,25110,CB299,VECT
GUYANS DURNES,25580,CB300,VECT
GUYANS VENNES,25390,CB301,VECT
HAUTEPIERRE LE CHATELET,25580,CB302,VECT
