AHEVILLE,88500,X0002,VECT
AINGEVILLE,88140,X0003,VECT
AINVELLE,88320,X0004,VECT
ALLARMONT,88110,X2005,VECT
AMBACOURT,88500,X0006,VECT
AMEUVELLE,88410,X0007,VECT
ANGLEMONT,88700,X0008,VECT
ANOULD,88650,X2009,VECT
AOUZE,88170,X0010,VECT
ARCHES,88380,X0011,VECT
ARCHETTES,88380,X0012,VECT
AROFFE,88170,X0013,VECT
ARRENTES-DE-CORCIEUX,88430,X2014,VECT
ATTIGNEVILLE,88300,X0015,VECT
ATTIGNY,88260,X0016,VECT
AULNOIS,88300,X0017,VECT
AUMONTZEY,88640,X2018,VECT
AUTIGNY-LA-TOUR,88300,X0019,VECT
AUTREVILLE,88300,X0020,VECT
AUTREY,88700,X0021,VECT
AUZAINVILLIERS,88140,X0022,VECT
AVILLERS,88500,X0023,VECT
AVRAINVILLE,88130,X0024,VECT
AVRANVILLE,88630,X0025,VECT
AYDOILLES,88600,X0026,VECT
BADMENIL-AUX-BOIS,88330,X0027,VECT
BAINS-LES-BAINS,88240,X0029,VECT
BAINVILLE-AUX-SAULES,88270,X0030,VECT
BALLEVILLE,88170,X0031,VECT
BAN DE SAPT,88210,X2033,VECT
BAN-DE-LAVELINE,88520,X2032,VECT
BAN-SUR-MEURTHE-CLEFCY,88230,X2106,VECT
BARBEY-SEROUX,88640,X2035,VECT
BARVILLE,88300,X0036,VECT
BASSE-SUR-LE-RUPT,88120,X1037,VECT
BATTEXEY,88130,X0038,VECT
BAUDRICOURT,88500,X0039,VECT
BAYECOURT,88150,X0040,VECT
BAZEGNEY,88270,X0041,VECT
BAZIEN,88700,X0042,VECT
BAZOILLES-ET-MENIL,88500,X0043,VECT
BAZOILLES-SUR-MEUSE,88300,X0044,VECT
BEAUFREMONT,88300,X0045,VECT
BEAUMENIL,88600,X0046,VECT
BEGNECOURT,88270,X0047,VECT
BELLEFONTAINE,88370,X1048,VECT
BELMONT-LES-DARNEY,88260,X0049,VECT
BELMONT-SUR-BUTTANT,88600,X2050,VECT
BELMONT-SUR-VAIR,88800,X0051,VECT
BELRUPT,88260,X0052,VECT
BELVAL,88210,X2053,VECT
BERTRIMOUTIER,88520,X2054,VECT
BETTEGNEY-SAINT-BRICE,88450,X0055,VECT
BETTONCOURT,88500,X0056,VECT
BEULAY (LE),88490,X2057,VECT
BIECOURT,88170,X0058,VECT
BIFFONTAINE,88430,X2059,VECT
BLEMEREY,88500,X0060,VECT
BLEURVILLE,88410,X0061,VECT
BLEVAINCOURT,88320,X0062,VECT
BOCQUEGNEY,88270,X0063,VECT
BOIS DE CHAMP,88600,X2064,VECT
BONVILLET,88260,X0065,VECT
BOULAINCOURT,88500,X0066,VECT
BOURGONCE (LA),88470,X2068,VECT
