LA CHAISE,10500,70072,IMAG
LA CHAPELLE ST LUC,10600,70081,VECT
LA FOSSE CORDUAN,10100,70157,IMAG
LA LOGE AUX CHEVRES,10140,70200,IMAG
LA LOGE POMBLIN,10210,70201,IMAG
LA LOUPTIERE THENARD,10400,70208,IMAG
LA MOTTE TILLY,10400,70259,IMAG
LA RIVIERE DE CORPS,10440,70321,VECT
LA ROTHIERE,10500,70327,IMAG
LA SAULSOTTE,10400,70367,IMAG
LA VENDUE MIGNOT,10800,70402,IMAG
LA VILLENEUVE AU CHATELOT,10400,70421,IMAG
LA VILLENEUVE AU CHENE,10140,70423,IMAG
LAGESSE,10210,70185,IMAG
LAINES AUX BOIS,10120,70186,VECT
LANDREVILLE,10110,70187,IMAG
LANTAGES,10210,70188,IMAG
LASSICOURT,10500,70189,IMAG
LAUBRESSEL,10270,70190,VECT
LAVAU,10150,70191,VECT
LE CHENE,10700,70095,IMAG
LE MERIOT,10400,70231,IMAG
LE PAVILLON STE JULIE,10350,70281,VECT
LENTILLES,10330,70192,IMAG
LES BORDES AUMONT,10800,70049,VECT
LES CROUTES,10130,70118,IMAG
LES GRANDES CHAPELLES,10170,70166,IMAG
LES GRANGES,10210,70168,IMAG
LES LOGES MARGUERON,10210,70202,IMAG
LES NOES PRES TROYES,10420,70265,VECT
LES RICEYS,10340,70317,VECT
LESMONT,10500,70193,IMAG
LEVIGNY,10200,70194,IMAG
LHUITRE,10700,70195,IMAG
LIGNIERES,10130,70196,IMAG
LIGNOL LE CHATEAU,10200,70197,IMAG
LIREY,10320,70198,IMAG
LOCHES SUR OURCE,10110,70199,IMAG
LONGCHAMP SUR AUJON,10310,70203,IMAG
LONGEVILLE SUR MOGNE,10320,70204,IMAG
LONGPRE LE SEC,10140,70205,VECT
LONGSOLS,10240,70206,IMAG
LONGUEVILLE SUR AUBE,10170,70207,IMAG
LUSIGNY SUR BARSE,10270,70209,IMAG
LUYERES,10150,70210,VECT
MACEY,10300,70211,VECT
MACHY,10320,70212,VECT
MAGNANT,10110,70213,VECT
MAGNICOURT,10240,70214,IMAG
MAGNY FOUCHARD,10140,70215,IMAG
MAILLY LE CAMP,10230,70216,IMAG
MAISON DES CHAMPS,10140,70217,IMAG
MAISONS LES CHAOURCE,10210,70218,IMAG
MAISONS LES SOULAINES,10200,70219,IMAG
MAIZIERES LA GRANDE PAROISSE,10510,70220,IMAG
MAIZIERES LES BRIENNE,10500,70221,IMAG
MARAYE EN OTHE,10160,70222,IMAG
MARCILLY LE HAYER,10290,70223,VECT
MARIGNY LE CHATEL,10350,70224,VECT
MARNAY SUR SEINE,10400,70225,IMAG
MAROLLES LES BAILLY,10110,70226,IMAG
MAROLLES SOUS LIGNIERES,10130,70227,IMAG
MATHAUX,10500,70228,IMAG
MAUPAS,10320,70229,IMAG
MERGEY,10600,70230,VECT
MERREY SUR ARCE,10110,70232,IMAG
MERY SUR SEINE,10170,70233,IMAG
MESGRIGNY,10170,70234,IMAG
MESNIL LA COMTESSE,10700,70235,IMAG
MESNIL LETTRE,10240,70236,IMAG
MESNIL SELLIERES,10220,70239,VECT
MESNIL ST LOUP,10190,70237,VECT
MESNIL ST PERE,10140,70238,IMAG
MESSON,10190,70240,VECT
METZ ROBERT,10210,70241,IMAG
MEURVILLE,10200,70242,IMAG
MOLINS SUR AUBE,10500,70243,IMAG
MONTAULIN,10270,70245,VECT
MONTCEAUX LES VAUDES,10260,70246,IMAG
MONTFEY,10130,70247,IMAG
MONTGUEUX,10300,70248,VECT
MONTIER EN L ISLE,10200,70250,VECT
MONTIERAMEY,10270,70249,IMAG
MONTIGNY LES MONTS,10130,70251,IMAG
MONTMARTIN LE HAUT,10140,70252,IMAG
MONTMORENCY BEAUFORT,10330,70253,IMAG
MONTPOTHIER,10400,70254,IMAG
MONTREUIL SUR BARSE,10270,70255,IMAG
MONTSUZAIN,10150,70256,IMAG
MOREMBERT,10240,70257,IMAG
MORVILLIERS,10500,70258,IMAG
MOUSSEY,10800,70260,VECT
MUSSY SUR SEINE,10250,70261,IMAG
NEUVILLE SUR SEINE,10250,70262,IMAG
NEUVILLE SUR VANNE,10190,70263,VECT
NOE LES MALLETS,10360,70264,IMAG
NOGENT EN OTHE,10160,70266,IMAG
NOGENT SUR AUBE,10240,70267,IMAG
NOGENT SUR SEINE,10400,70268,IMAG
NOZAY,10700,70269,VECT
ONJON,10220,70270,IMAG
ORIGNY LE SEC,10510,70271,IMAG
ORMES,10700,70272,IMAG
ORTILLON,10700,70273,IMAG
ORVILLIERS SAINT JULIEN,10170,70274,VECT
OSSEY LES TROIS MAISONS,10100,70275,VECT
PAISY COSDON,10160,70276,IMAG
PALIS,10190,70277,VECT
PARGUES,10210,70278,IMAG
PARS LES CHAVANGES,10330,70279,IMAG
PARS LES ROMILLY,10100,70280,VECT
PAYNS,10600,70282,VECT
PEL ET DER,10500,70283,IMAG
PERIGNY LA ROSE,10400,70284,IMAG
PERTHES LES BRIENNE,10500,70285,IMAG
PETIT MESNIL,10500,70286,IMAG
PINEY,10220,70287,IMAG
PLAINES SAINT LANGE,10250,70288,IMAG
PLANCY L ABBAYE,10380,70289,IMAG
PLANTY,10160,70290,IMAG
PLESSIS-BARBUISE,10400,70291,IMAG
POIVRES,10700,70293,IMAG
POLIGNY,10110,70294,IMAG
POLISOT,10110,70295,IMAG
POLISY,10110,70296,IMAG
PONT SAINTE MARIE,10150,70297,VECT
PONT SUR SEINE,10400,70298,IMAG
POUAN LES VALLEES,10700,70299,VECT
POUGY,10240,70300,IMAG
POUY SUR VANNES,10290,70301,IMAG
PRASLIN,10210,70302,IMAG
PRECY NOTRE DAME,10500,70303,IMAG
PRECY SAINT MARTIN,10500,70304,IMAG
PREMIERFAIT,10170,70305,IMAG
PROVERVILLE,10200,70306,IMAG
PRUGNY,10190,70307,VECT
PRUNAY BELLEVILLE,10350,70308,VECT
PRUSY,10210,70309,IMAG
PUITS ET NUISEMENT,10140,70310,IMAG
RACINES,10130,70312,IMAG
RADONVILLIERS,10500,70313,IMAG
RAMERUPT,10240,70314,IMAG
RANCES,10500,70315,IMAG
RHEGES,10170,70316,IMAG
RIGNY LA NONNEUSE,10290,70318,IMAG
RIGNY LE FERRON,10160,70319,IMAG
RILLY SAINTE SYRE,10280,70320,IMAG
ROMILLY SUR SEINE,10100,70323,VECT
RONCENAY,10320,70324,VECT
ROSIERES PRES TROYES,10430,70325,VECT
ROSNAY L HOPITAL,10500,70326,IMAG
ROUILLY SACEY,10220,70328,IMAG
ROUILLY SAINT LOUP,10800,70329,VECT
ROUVRES LES VIGNES,10200,70330,IMAG
RUMILLY LES VAUDES,10260,70331,IMAG
RUVIGNY,10410,70332,VECT
SAINT ANDRE LES VERGERS,10120,70333,VECT
SAINT AUBIN,10400,70334,IMAG
SAINT BENOIST SUR VANNE,10160,70335,IMAG
SAINT BENOIT SUR SEINE,10180,70336,VECT
SAINT CHRISTOPHE DODINICOURT,10500,70337,IMAG
SAINT ETIENNE SOUS BARBUISE,10700,70338,VECT
SAINT FLAVY,10350,70339,VECT
SAINT GERMAIN,10120,70340,VECT
SAINT HILAIRE SOUS ROMILLY,10100,70341,VECT
SAINT JEAN DE BONNEVAL,10320,70342,IMAG
SAINT JULIEN LES VILLAS,10800,70343,VECT
SAINT LEGER PRES TROYES,10800,70344,VECT
SAINT LEGER SOUS BRIENNE,10500,70345,IMAG
SAINT LEGER SOUS MARGERIE,10330,70346,IMAG
SAINT LOUP DE BUFFIGNY,10100,70347,IMAG
SAINT LUPIEN,10350,70348,VECT
SAINT LYE,10180,70349,VECT
SAINT MARDS EN OTHE,10160,70350,IMAG
SAINT MARTIN DE BOSSENAY,10100,70351,IMAG
SAINT MESMIN,10280,70353,IMAG
SAINT NABORD SUR AUBE,10700,70354,IMAG
SAINT NICOLAS LA CHAPELLE,10400,70355,IMAG
SAINT OULPH,10170,70356,IMAG
SAINT PARRES AUX TERTRES,10410,70357,VECT
SAINT PARRES LES VAUDES,10260,70358,IMAG
SAINT PHAL,10130,70359,IMAG
SAINT POUANGE,10120,70360,VECT
SAINT REMY SOUS BARBUISE,10700,70361,VECT
SAINT THIBAULT,10800,70363,VECT
SAINT USAGE,10360,70364,IMAG
SAINTE MAURE,10150,70352,VECT
SAINTE SAVINE,10300,70362,VECT
SALON,10700,70365,IMAG
SAULCY,10200,70366,IMAG
SAVIERES,10600,70368,VECT
SEMOINE,10700,70369,IMAG
SOLIGNY LES ETANGS,10400,70370,IMAG
SOMMEVAL,10320,70371,IMAG
SOULAINES DHUYS,10200,70372,IMAG
SOULIGNY,10320,70373,VECT
SPOY,10200,70374,IMAG
THENNELIERES,10410,70375,VECT
THIEFFRAIN,10140,70376,IMAG
THIL,10200,70377,IMAG
THORS,10200,70378,IMAG
TORCY LE GRAND,10700,70379,VECT
TORCY LE PETIT,10700,70380,VECT
TORVILLIERS,10440,70381,VECT
TRAINEL,10400,70382,IMAG
TRANCAULT,10290,70383,IMAG
TRANNES,10140,70384,IMAG
TROUANS,10700,70386,IMAG
TROYES,10000,70387,VECT
TURGY,10210,70388,IMAG
UNIENVILLE,10140,70389,IMAG
URVILLE,10200,70390,IMAG
VAILLY,10150,70391,VECT
VAL D AUZON,10220,70019,IMAG
VALLANT SAINT GEORGES,10170,70392,IMAG
VALLENTIGNY,10500,70393,IMAG
VALLIERES,10210,70394,IMAG
VANLAY,10210,70395,IMAG
VAUCHASSIS,10190,70396,VECT
VAUCHONVILLIERS,10140,70397,IMAG
VAUCOGNE,10240,70398,IMAG
VAUDES,10260,70399,IMAG
VAUPOISSON,10700,70400,IMAG
VENDEUVRE SUR BARSE,10140,70401,IMAG
VERNONVILLIERS,10200,70403,IMAG
VERPILLIERES SUR OURCE,10360,70404,IMAG
VERRICOURT,10240,70405,IMAG
VERRIERES,10390,70406,VECT
VIAPRES LE PETIT,10380,70408,IMAG
VILLACERF,10600,70409,VECT
VILLADIN,10290,70410,IMAG
VILLE AUX BOIS,10500,70411,IMAG
VILLE SOUS LAFERTE,10310,70426,IMAG
VILLE SUR ARCE,10110,70427,IMAG
VILLE SUR TERRE,10200,70428,IMAG
VILLECHETIF,10410,70412,VECT
VILLELOUP,10350,70414,VECT
VILLEMAUR SUR VANNE,10190,70415,IMAG
VILLEMEREUIL,10800,70416,VECT
VILLEMOIRON EN OTHE,10160,70417,IMAG
VILLEMORIEN,10110,70418,IMAG
VILLEMOYENNE,10260,70419,IMAG
VILLENAUXE LA GRANDE,10370,70420,IMAG
VILLENEUVE AU CHEMIN,10130,70422,IMAG
VILLERET,10330,70424,IMAG
VILLERY,10320,70425,VECT
VILLETTE SUR AUBE,10700,70429,IMAG
VILLIERS HERBISSE,10700,70430,VECT
VILLIERS LE BOIS,10210,70431,IMAG
VILLIERS SOUS PRASLIN,10210,70432,IMAG
VILLY EN TRODES,10140,70433,IMAG
VILLY LE BOIS,10800,70434,VECT
VILLY LE MARECHAL,10800,70435,VECT
VINETS,10700,70436,IMAG
VIREY SOUS BAR,10260,70437,IMAG
VITRY LE CROISE,10110,70438,IMAG
VIVIERS SUR ARTAUT,10110,70439,IMAG
VOIGNY,10200,70440,IMAG
VOSNON,10130,70441,IMAG
VOUE,10150,70442,VECT
VOUGREY,10210,70443,IMAG
VULAINES,10160,70444,IMAG
YEVRES LE PETIT,10500,70445,IMAG
