ABLANCOURT,51240,L0001,VECT
AIGNY,51150,L0003,IMAG
ALLEMANCHE-LAUNAY-ET-SOYER,51260,L1004,IMAG
ALLEMANT,51120,L1005,IMAG
ALLIANCELLES,51250,L0006,IMAG
AMBONNAY,51150,L2007,IMAG
AMBRIERES,51290,L0008,IMAG
ANGLURE,51260,L1009,IMAG
ANGLUZELLES-ET-COURCELLES,51230,L1010,IMAG
ANTHENAY,51700,L2012,VECT
AOUGNY,51170,L2013,VECT
ARCIS-LE-PONSART,51170,L2014,IMAG
ARGERS,51800,L0015,IMAG
ARRIGNY,51290,L0016,IMAG
ARZILLIERES-NEUVILLE,51290,L0017,VECT
ATHIS,51150,L0018,IMAG
AUBERIVE,51600,L2019,IMAG
AUBILLY,51170,L2020,IMAG
AULNAY-L AITRE,51240,L0022,VECT
AULNAY-SUR-MARNE,51150,L0023,IMAG
AUMENANCOURT,51110,L2025,IMAG
AUVE,51800,L0027,IMAG
AVENAY-VAL-D OR,51160,L2028,IMAG
AVIZE,51190,L1029,VECT
AY,51160,L2030,VECT
BACONNES,51400,L2031,VECT
BAGNEUX,51260,L1032,IMAG
BANNAY,51270,L1034,IMAG
BANNES,51230,L1035,IMAG
BARBONNE-FAYEL,51120,L1036,IMAG
BASLIEUX-LES-FISMES,51170,L2037,IMAG
BASLIEUX-SOUS-CHATILLON,51700,L2038,IMAG
BASSU,51300,L0039,IMAG
BASSUET,51300,L0040,IMAG
BAUDEMENT,51260,L1041,IMAG
BAYE,51270,L1042,IMAG
BAZANCOURT,51110,L2043,IMAG
BEAUMONT-SUR-VESLE,51360,L2044,VECT
BEAUNAY,51270,L1045,IMAG
BEINE-NAUROY,51490,L2046,IMAG
BELVAL-EN-ARGONNE,51330,L0047,IMAG
BELVAL-SOUS-CHATILLON,51480,L2048,IMAG
BERGERES-LES-VERTUS,51130,L0049,IMAG
BERGERES-SOUS-MONTMIRAIL,51210,L1050,IMAG
BERMERICOURT,51220,L2051,IMAG
BERRU,51420,L2052,IMAG
BERZIEUX,51800,L0053,IMAG
BETHENIVILLE,51490,L2054,VECT
BETHENY,51450,L2055,VECT
BETHON,51260,L1056,IMAG
BETTANCOURT-LA-LONGUE,51330,L0057,IMAG
BEZANNES,51430,L2058,VECT
BIGNICOURT-SUR-MARNE,51300,L0059,VECT
BIGNICOURT-SUR-SAULX,51340,L0060,IMAG
BILLY-LE-GRAND,51400,L0061,IMAG
BINARVILLE,51800,L0062,IMAG
BINSON ET ORQUIGNY,51700,L2063,IMAG
BISSEUIL,51150,L2064,IMAG
BLACY,51300,L0065,VECT
BLAISE-SOUS-ARZILLIERES,51300,L0066,VECT
BLESME,51340,L0068,IMAG
BLIGNY,51170,L2069,VECT
BOISSY-LE-REPOS,51210,L1070,IMAG
BOUCHY-SAINT-GENEST,51310,L1071,IMAG
BOUILLY,51390,L2072,IMAG
BOULEUSE,51170,L2073,VECT
BOULT-SUR-SUIPPE,51110,L2074,IMAG
BOURGOGNE,51110,L2075,VECT
BOURSAULT,51480,L1076,IMAG
BOUVANCOURT,51140,L2077,VECT
BOUY,51400,L0078,IMAG
