ACIGNE,35690,FK001,VECT
AMANLIS,35150,FK002,VECT
ANDOUILLE-NEUVILLE,35250,FK003,VECT
ANTRAIN,35560,FN004,VECT
ARBRISSEL,35130,FP005,VECT
ARGENTRE-DU-PLESSIS,35370,FP006,VECT
AUBIGNE,35250,FK007,VECT
AVAILLES-SUR-SEICHE,35130,FP008,VECT
BAGUER-MORVAN,35120,FM009,VECT
BAGUER-PICAN,35120,FM010,VECT
BAILLE,35460,FN011,VECT
BAIN-DE-BRETAGNE,35470,FL012,VECT
BAINS-SUR-OUST,35600,FL013,VECT
BAIS,35680,FP014,VECT
BALAZE,35500,FP015,VECT
BAULON,35580,FK016,VECT
BAZOUGES-LA-PEROUSE,35560,FN019,VECT
BEAUCE,35133,FN021,VECT
BECHEREL,35190,FK022,VECT
BEDEE,35137,FK023,VECT
BETTON,35830,FK024,VECT
BILLE,35133,FN025,VECT
BLERUAIS,35750,FK026,VECT
BOISGERVILLY,35360,FK027,VECT
BOISTRUDAN,35150,FK028,VECT
BONNEMAIN,35270,FM029,VECT
BOURGBARRE,35230,FK032,VECT
BOURG-DES-COMPTES,35890,FK033,VECT
BOVEL,35330,FL035,VECT
BREAL-SOUS-MONTFORT,35310,FK037,VECT
BREAL-SOUS-VITRE,35370,FP038,VECT
BRECE,35530,FK039,VECT
BRETEIL,35160,FK040,VECT
BRIE,35150,FK041,VECT
BRIELLES,35370,FP042,VECT
BROUALAN,35120,FM044,VECT
BRUC-SUR-AFF,35550,FL045,VECT
BRUZ,35170,FK047,VECT
CAMPEL,35330,FL048,VECT
CANCALE,35260,FM049,VECT
CARDROC,35190,FK050,VECT
CESSON-SEVIGNE,35510,FK051,VECT
CHAMPEAUX,35500,FP052,VECT
CHANCE,35680,FK053,VECT
CHANTELOUP,35150,FL054,VECT
CHANTEPIE,35135,FK055,VECT
CHARTRES-DE-BRETAGNE,35131,FK066,VECT
CHASNE-SUR-ILLET,35250,FK067,VECT
CHATEAUBOURG,35220,FP068,VECT
CHATEAUGIRON,35410,FK069,VECT
CHATEAUNEUF-D ILLE-ET-VILAI,35430,FM070,VECT
CHATILLON-EN-VENDELAIS,35210,FP072,VECT
CHAUVIGNE,35490,FN075,VECT
CHAVAGNE,35310,FK076,VECT
CHELUN,35640,FP077,VECT
CHERRUEIX,35120,FM078,VECT
CHEVAIGNE,35250,FK079,VECT
CINTRE,35310,FK080,VECT
CLAYES,35590,FK081,VECT
COESMES,35134,FP082,VECT
COGLES,35460,FN083,VECT
COMBLESSAC,35330,FL084,VECT
COMBOURG,35270,FM085,VECT
COMBOURTILLE,35210,FN086,VECT
CORNILLE,35500,FP087,VECT
CORPS-NUDS,35150,FK088,VECT
CREVIN,35320,FL090,VECT
CUGUEN,35270,FM092,VECT
DINARD,35800,FM093,VECT
DINGE,35440,FK094,VECT
DOL DE BRETAGNE,35120,FM095,VECT
DOMAGNE,35113,FP096,VECT
DOMALAIN,35680,FP097,VECT
DOMLOUP,35410,FK099,VECT
DOMPIERRE-DU-CHEMIN,35210,FN100,VECT
DOURDAIN,35450,FK101,VECT
DROUGES,35130,FP102,VECT
EANCE,35640,FP103,VECT
EPINIAC,35120,FM104,VECT
ERBREE,35500,FP105,VECT
ERCE-EN-LAMEE,35620,FL106,VECT
ERCE-PRES-LIFFRE,35340,FK107,VECT
ESSE,35150,FP108,VECT
ETRELLES,35370,FP109,VECT
FEINS,35440,FK110,VECT
FLEURIGNE,35133,FN112,VECT
FORGES-LA-FORET,35640,FP114,VECT
FOUGERES,35300,FN115,VECT
GAEL,35290,FK117,VECT
GAHARD,35490,FK118,VECT
GENNES-SUR-SEICHE,35370,FP119,VECT
GEVEZE,35850,FK120,VECT
GOSNE,35140,FN121,VECT
GOVEN,35580,FK123,VECT
GRAND-FOUGERAY,35390,FL124,VECT
GUICHEN,35580,FK126,VECT
GUIGNEN,35580,FK127,VECT
GUIPEL,35440,FK128,VECT
GUIPRY,35480,FL129,VECT
HEDE-BAZOUGES,35630,FK130,VECT
HIREL,35120,FM132,VECT
IFFENDIC,35750,FK133,VECT
IRODOUER,35850,FK135,VECT
JANZE,35150,FK136,VECT
JAVENE,35133,FN137,VECT
LA BAUSSAINE,35190,FM017,VECT
LA BAZOUGE DU DESERT,35420,FN018,VECT
LA BOSSE DE BRETAGNE,35320,FL030,VECT
LA BOUEXIERE,35340,FK031,VECT
LA BOUSSAC,35120,FM034,VECT
LA CHAPELLE AUX FILTZMEENS,35190,FM056,VECT
LA CHAPELLE BOUEXIC,35330,FL057,VECT
LA CHAPELLE CHAUSSEE,35630,FK058,VECT
LA CHAPELLE DE BRAIN,35660,FL064,VECT
LA CHAPELLE DES FOUGERETZ,35520,FK059,VECT
LA CHAPELLE DU LOU,35360,FK060,VECT
LA CHAPELLE JANSON,35133,FN062,VECT
LA CHAPELLE SAINT AUBERT,35140,FN063,VECT
LA CHAPELLE THOUARAULT,35590,FK065,VECT
LA CHAPELLE-ERBREE,35500,FP061,VECT
LA COUYERE,35320,FL089,VECT
LA DOMINELAIS,35390,FL098,VECT
LA FONTENELLE,35560,FN113,VECT
LA FRESNAIS,35111,FM116,VECT
LA GOUESNIERE,35350,FM122,VECT
LA GUERCHE-DE-BRETAGNE,35130,FP125,VECT
LA MEZIERE,35520,FK177,VECT
LA NOE BLANCHE,35470,FL202,VECT
LA NOUAYE,35137,FK203,VECT
LA RICHARDAIS,35780,FM241,VECT
LA SELLE-EN-COGLES,35460,FN323,VECT
LA SELLE-EN-LUITRE,35133,FN324,VECT
LA SELLE-GUERCHAISE,35130,FP325,VECT
LA VILLE ES NONAIS,35430,FM358,VECT
LAIGNELET,35133,FN138,VECT
LAILLE,35890,FK139,VECT
LALLEU,35320,FL140,VECT
LANDAVRAN,35450,FP141,VECT
LANDEAN,35133,FN142,VECT
LANDUJAN,35360,FK143,VECT
LANGAN,35850,FK144,VECT
LANGON,35660,FL145,VECT
LANGOUET,35630,FK146,VECT
LANHELIN,35720,FM147,VECT
LANRIGAN,35270,FK148,VECT
LASSY,35580,FK149,VECT
LE CHATELLIER,35133,FN071,VECT
LE CROUAIS,35290,FK091,VECT
LE FERRE,35420,FN111,VECT
LE LOROUX,35133,FN157,VECT
LE LOU DU LAC,35360,FK158,VECT
LE MINIHIC SUR RANCE,35870,FM181,VECT
LE PERTRE,35370,FP217,VECT
LE PETIT FOUGERAY,35320,FL218,VECT
LE RHEU,35650,FK240,VECT
LE SEL DE BRETAGNE,35320,FL322,VECT
LE THEIL-DE-BRETAGNE,35240,FP333,VECT
LE TIERCENT,35460,FN336,VECT
LE TRONCHET,35540,FM362,VECT
LE VERGER,35160,FK351,VECT
LE VIVIER SUR MER,35960,FM361,VECT
LECOUSSE,35133,FN150,VECT
LES BRULAIS,35330,FL046,VECT
LES IFFS,35630,FK134,VECT
L&#039;HERMITAGE,35590,FK131,VECT
LIEURON,35550,FL151,VECT
LIFFRE,35340,FK152,VECT
LILLEMER,35111,FM153,VECT
LIVRE-SUR-CHANGEON,35450,FK154,VECT
LOHEAC,35550,FL155,VECT
LONGAULNAY,35190,FM156,VECT
LOURMAIS,35270,FM159,VECT
LOUTEHEL,35330,FL160,VECT
LOUVIGNE-DE-BAIS,35680,FP161,VECT
LOUVIGNE-DU-DESERT,35420,FN162,VECT
LUITRE,35133,FN163,VECT
MARCILLE-RAOUL,35560,FN164,VECT
MARCILLE-ROBERT,35240,FP165,VECT
MARPIRE,35220,FP166,VECT
MARTIGNE-FERCHAUD,35640,FP167,VECT
MAURE-DE-BRETAGNE,35330,FL168,VECT
MAXENT,35380,FK169,VECT
MECE,35450,FP170,VECT
MEDREAC,35360,FK171,VECT
MEILLAC,35270,FM172,VECT
MELESSE,35520,FK173,VECT
MELLE,35420,FN174,VECT
MERNEL,35330,FL175,VECT
MESSAC,35480,FL176,VECT
MEZIERES-SUR-COUESNON,35140,FN178,VECT
MINIAC-MORVAN,35540,FM179,VECT
MINIAC-SOUS-BECHEREL,35190,FK180,VECT
MONDEVERT,35370,FP183,VECT
MONTAUBAN-DE-BRETAGNE,35360,FK184,VECT
MONTAUTOUR,35210,FP185,VECT
MONT-DOL,35120,FM186,VECT
MONTERFIL,35160,FK187,VECT
MONTFORT-SUR-MEU,35160,FK188,VECT
MONTGERMONT,35760,FK189,VECT
MONTHAULT,35420,FN190,VECT
MONTOURS,35460,FN191,VECT
MONTREUIL-DES-LANDES,35210,FP192,VECT
MONTREUIL-LE-GAST,35520,FK193,VECT
MONTREUIL-SOUS-PEROUSE,35500,FP194,VECT
MONTREUIL-SUR-ILLE,35440,FK195,VECT
MORDELLES,35310,FK196,VECT
