AIX EN PROVENCE,13090,82001,VECT
ALLAUCH,13190,81002,VECT
ALLEINS,13980,83003,VECT
ARLES,13104,83004,VECT
AUBAGNE,13400,80005,VECT
AUREILLE,13930,83006,VECT
AURIOL,13112,80007,VECT
AURONS,13121,82008,VECT
BARBENTANE,13570,83010,VECT
BAUX-DE-PROVENCE (LES),13520,83011,VECT
BEAURECUEIL,13100,82012,VECT
BELCODENE,13720,80013,VECT
BERRE L&#039;ETANG,13130,84014,VECT
BOUC-BEL-AIR,13320,82015,VECT
BOULBON,13150,83017,VECT
CABANNES,13440,83018,VECT
CABRIES,13480,82019,VECT
CADOLIVE,13950,80020,VECT
CARNOUX EN PROVENCE,13470,80119,VECT
CARRY-LE-ROUET,13620,84021,VECT
CASSIS,13260,80022,VECT
CEYRESTE,13600,80023,VECT
CHARLEVAL,13350,82024,VECT
CHATEAUNEUF-LE-ROUGE,13790,82025,VECT
CHATEAUNEUF-LES-MARTIGUES,13220,84026,VECT
CHATEAURENARD,13160,83027,VECT
CORNILLON-CONFOUX,13250,82029,VECT
COUDOUX,13111,84118,VECT
CUGES LES PINS,13780,80030,VECT
EGUILLES,13510,82032,VECT
ENSUES-LA-REDONNE,13820,84033,VECT
EYGALIERES,13810,83034,VECT
EYGUIERES,13430,83035,VECT
EYRAGUES,13630,83036,VECT
FONTVIEILLE,13990,83038,VECT
FOS-SUR-MER,13270,84039,VECT
FUVEAU,13710,82040,VECT
GARDANNE,13120,82041,VECT
GEMENOS,13420,80042,VECT
GIGNAC-LA-NERTHE,13180,84043,VECT
GRANS,13450,82044,VECT
GRAVESON,13690,83045,VECT
GREASQUE,13850,80046,VECT
ISTRES,13800,84047,VECT
JOUQUES,13490,82048,VECT
LA BARBEN,13330,82009,VECT
LA BOUILLADISSE,13720,80016,VECT
LA CIOTAT,13600,80028,VECT
LA DESTROUSSE,13112,80031,VECT
LA FARE LES OLIVIERS,13580,84037,VECT
LA PENNE SUR HUVEAUNE,13821,80070,VECT
LA ROQUE D&#039;ANTHERON,13640,82084,VECT
LAMANON,13113,83049,VECT
LAMBESC,13410,82050,VECT
LANCON-PROVENCE,13680,82051,VECT
LE PUY SAINTE REPARADE,13610,82080,VECT
LE ROVE,13740,84088,VECT
LE THOLONET,13100,82109,VECT
LES PENNES MIRABEAU,13170,82071,VECT
LES STES MARIES DE LA MER,13460,83096,VECT
MAILLANE,13910,83052,VECT
MALLEMORT,13370,83053,VECT
MARIGNANE,13700,84054,VECT
MARTIGUES,13500,84056,VECT
MAS-BLANC-DES-ALPILLES,13103,83057,VECT
MAUSSANE-LES-ALPILLES,13520,83058,VECT
MEYRARGUES,13650,82059,VECT
MEYREUIL,13590,82060,VECT
MIMET,13105,82062,VECT
MIRAMAS,13140,82063,VECT
MOLLEGES,13940,83064,VECT
MOURIES,13890,83065,VECT
NOVES,13550,83066,VECT
ORGON,13660,83067,VECT
PARADOU (LE),13520,83068,VECT
PELISSANNE,13330,82069,VECT
PEYNIER,13790,82072,VECT
PEYPIN,13124,80073,VECT
PEYROLLES-EN-PROVENCE,13860,82074,VECT
PLAN DE CUQUES,13380,81075,VECT
PLAN-D ORGON,13750,83076,VECT
PORT DE BOUC,13110,84077,VECT
PORT-SAINT-LOUIS,13230,83078,VECT
PUYLOUBIER,13114,82079,VECT
ROGNAC,13340,84081,VECT
ROGNES,13840,82082,VECT
ROGNONAS,13870,83083,VECT
ROQUEFORT LA BEDOULE,13830,80085,VECT
ROQUEVAIRE,13360,80086,VECT
ROUSSET,13790,82087,VECT
SAINT CHAMAS,13250,84092,VECT
SAINT MARTIN DE CRAU,13310,83097,VECT
SAINT PIERRE DE MEZOARGUES,13150,83061,VECT
SAINT SAVOURNIN,13119,80101,VECT
SAINT-ANDIOL,13670,83089,VECT
SAINT-ANTONIN-SUR-BAYON,13100,82090,VECT
SAINT-CANNAT,13760,82091,VECT
SAINT-ESTEVE-JANSON,13610,82093,VECT
SAINT-ETIENNE-DU-GRES,13103,83094,VECT
SAINT-MARC-JAUMEGARDE,13100,82095,VECT
SAINT-MITRE-LES-REMPARTS,13920,84098,VECT
SAINT-PAUL-LEZ-DURANCE,13115,82099,VECT
SAINT-VICTORET,13730,84102,VECT
SALON-DE-PROVENCE,13300,82103,VECT
SAUSSET-LES-PINS,13960,84104,VECT
SENAS,13560,83105,VECT
SEPTEMES LES VALLONS,13240,82106,VECT
SIMIANE-COLLONGUE,13109,82107,VECT
ST REMY DE PROVENCE,13210,83100,VECT
TARASCON,13150,83108,VECT
TRETS,13530,82110,VECT
VAUVENARGUES,13126,82111,VECT
VELAUX,13880,84112,VECT
VENELLES,13770,82113,VECT
VENTABREN,13122,84114,VECT
VERNEGUES,13116,83115,VECT
VERQUIERES,13670,83116,VECT
VITROLLES,13127,84117,VECT
